,LastUpdated,OccupancyRate
0,2016-10-04 08:00:00,0.1688888888888889
1,2016-10-04 08:30:00,0.1822222222222222
2,2016-10-04 09:00:00,0.1888888888888888
3,2016-10-04 09:30:00,0.1866666666666666
4,2016-10-04 10:00:00,0.2088888888888889
5,2016-10-04 10:30:00,0.2222222222222222
6,2016-10-04 11:00:00,0.2488888888888888
7,2016-10-04 11:30:00,0.2733333333333333
8,2016-10-04 12:00:00,0.2733333333333333
9,2016-10-04 12:30:00,0.2288888888888889
10,2016-10-04 13:00:00,0.2288888888888889
11,2016-10-04 13:30:00,0.2333333333333333
12,2016-10-04 14:00:00,0.2266666666666666
13,2016-10-04 14:30:00,0.2177777777777777
14,2016-10-04 15:00:00,0.2044444444444444
15,2016-10-04 15:30:00,0.1866666666666666
16,2016-10-04 16:00:00,0.1711111111111111
17,2016-10-04 16:30:00,0.1533333333333333
18,2016-10-05 08:00:00,0.0866666666666666
19,2016-10-05 08:30:00,0.1
20,2016-10-05 09:00:00,0.1088888888888888
21,2016-10-05 09:30:00,0.1177777777777777
22,2016-10-05 10:00:00,0.1355555555555555
23,2016-10-05 10:30:00,0.1533333333333333
24,2016-10-05 11:00:00,0.1933333333333333
25,2016-10-05 11:30:00,0.2
26,2016-10-05 12:00:00,0.2288888888888889
27,2016-10-05 12:30:00,0.2266666666666666
28,2016-10-05 13:00:00,0.2466666666666666
29,2016-10-05 13:30:00,0.2377777777777777
30,2016-10-05 14:00:00,0.2333333333333333
31,2016-10-05 14:30:00,0.2155555555555555
32,2016-10-05 15:00:00,0.1977777777777777
33,2016-10-05 15:30:00,0.1711111111111111
34,2016-10-05 16:00:00,0.1844444444444444
35,2016-10-05 16:30:00,0.16
36,2016-10-06 08:00:00,0.1
37,2016-10-06 08:30:00,0.1111111111111111
38,2016-10-06 09:00:00,0.1177777777777777
39,2016-10-06 09:30:00,0.1333333333333333
40,2016-10-06 10:00:00,0.1555555555555555
41,2016-10-06 10:30:00,0.1755555555555555
42,2016-10-06 11:00:00,0.2155555555555555
43,2016-10-06 11:30:00,0.2311111111111111
44,2016-10-06 12:00:00,0.2222222222222222
45,2016-10-06 12:30:00,0.2422222222222222
46,2016-10-06 13:00:00,0.2444444444444444
47,2016-10-06 13:30:00,0.2444444444444444
48,2016-10-06 14:00:00,0.2444444444444444
49,2016-10-06 14:30:00,0.2422222222222222
50,2016-10-06 15:00:00,0.2311111111111111
51,2016-10-06 15:30:00,0.22
52,2016-10-06 16:00:00,0.2177777777777777
53,2016-10-06 16:30:00,0.2155555555555555
54,2016-10-07 08:00:00,0.0977777777777777
55,2016-10-07 08:30:00,0.1066666666666666
56,2016-10-07 09:00:00,0.1244444444444444
57,2016-10-07 09:30:00,0.1444444444444444
58,2016-10-07 10:00:00,0.1711111111111111
59,2016-10-07 10:30:00,0.1866666666666666
60,2016-10-07 11:00:00,0.1955555555555555
61,2016-10-07 11:30:00,0.22
62,2016-10-07 12:00:00,0.2355555555555555
63,2016-10-07 12:30:00,0.2555555555555555
64,2016-10-07 13:00:00,0.2555555555555555
65,2016-10-07 13:30:00,0.2533333333333333
66,2016-10-07 14:00:00,0.24
