,LastUpdated,OccupancyRate
0,2022-06-01 00:00:00,0.3859649122807017
1,2022-06-01 00:30:00,0.3859649122807017
2,2022-06-01 01:00:00,0.3859649122807017
3,2022-06-01 01:30:00,0.3830409356725146
4,2022-06-01 02:00:00,0.3830409356725146
5,2022-06-01 02:30:00,0.2339181286549707
6,2022-06-01 03:00:00,0.2339181286549707
7,2022-06-01 03:30:00,0.2339181286549707
8,2022-06-01 04:00:00,0.2339181286549707
9,2022-06-01 04:30:00,0.2339181286549707
10,2022-06-01 05:00:00,0.2339181286549707
11,2022-06-01 05:30:00,0.2339181286549707
12,2022-06-01 06:00:00,0.2339181286549707
13,2022-06-01 06:30:00,0.2368421052631578
14,2022-06-01 07:00:00,0.2368421052631578
15,2022-06-01 07:30:00,0.2368421052631578
16,2022-06-01 08:00:00,0.2631578947368421
17,2022-06-01 08:30:00,0.2631578947368421
18,2022-06-01 09:00:00,0.2631578947368421
19,2022-06-01 09:30:00,0.4298245614035088
20,2022-06-01 10:00:00,0.4298245614035088
21,2022-06-01 10:30:00,0.6578947368421053
22,2022-06-01 11:00:00,0.6578947368421053
23,2022-06-01 11:30:00,0.7631578947368421
24,2022-06-01 12:00:00,0.8421052631578947
25,2022-06-01 12:30:00,0.8421052631578947
26,2022-06-01 13:00:00,0.8421052631578947
27,2022-06-01 13:30:00,0.783625730994152
28,2022-06-01 14:00:00,0.783625730994152
29,2022-06-01 14:30:00,0.7017543859649122
30,2022-06-01 15:00:00,0.7017543859649122
31,2022-06-01 15:30:00,0.5877192982456141
32,2022-06-01 16:00:00,0.5760233918128655
33,2022-06-01 16:30:00,0.5760233918128655
34,2022-06-01 17:00:00,0.5760233918128655
35,2022-06-01 17:30:00,0.5760233918128655
36,2022-06-01 18:00:00,0.5760233918128655
37,2022-06-01 18:30:00,0.5760233918128655
38,2022-06-01 19:00:00,0.5760233918128655
39,2022-06-01 19:30:00,0.5760233918128655
40,2022-06-01 20:00:00,0.5760233918128655
41,2022-06-01 20:30:00,0.5760233918128655
42,2022-06-01 21:00:00,0.5760233918128655
43,2022-06-01 21:30:00,0.5760233918128655
44,2022-06-01 22:00:00,0.5760233918128655
